loyalty_member_id,email,first_name,last_name,phone,tier,points,join_date,email_optin
LM-08700,jason.medina.012883@example.com,Jason,Medina,+17814799373,Bronze,6981,01-Mar-2024,true
LM-08701,,Blanca,Charles,(788) 492-9404,Bronze,73,02-May-2025,true
LM-08702,gautam.cunningham.012885@example.com,Gautam,Cunningham,795-505-9435,Silver,49183,17-Jun-2024,true
LM-08703,janet.andrade.012887@example.com,Janet,Andrade,+18095319497,Silver,43639,21-Oct-2024,true
LM-08704,salma.franklin.012888@example.com,Salma,Franklin,(816) 544-9528,Gold,62898,02-Oct-2022,true
LM-08705,marcelle.hayes.012889@example.com,Marcelle,Hayes,823-557-9559,Gold,57125,31-Mar-2025,true
LM-08706,odika.day.012891@personal.example.com,Odika,Day,+18375839621,Bronze,21068,08-Oct-2023,true
LM-08707,aurelio.barry.012892@example.com,Aurelio,Barry,(844) 596-9652,Bronze,16892,25-Jan-2025,true
LM-08708,thierry.lemus.012894@example.com,Thierry,Lemus,8586229714,Bronze,15173,04-Dec-2023,true
LM-08709,elizabeth.soliz.012895@example.com,Elizabeth,Soliz,+18656359745,Silver,45242,24-Apr-2025,true
LM-08710,a.seguin.012896@example.com,Abhimanyu,Seguin,(872) 648-9776,Silver,40999,28-Feb-2025,true
LM-08711,sarah.maestas.012897@example.com,Sarah,Maestas,879-661-9807,Silver,26884,11-Aug-2024,true
LM-08712,itzel.villanueva.012898@example.com,Itzel,Villanueva,8866749838,Gold,61657,22-Feb-2024,true
LM-08713,rosa.clark.012899@example.com,Rosa,Clark,+18936879869,Gold,50193,06-Dec-2023,true
LM-08714,panini.miller.012900@example.com,Panini,Miller,(900) 700-9900,Platinum,115339,18-Mar-2024,true
LM-08715,robin.deanda.012901@example.com,Robin,de Anda,907-713-9931,Bronze,15084,07-Jun-2025,false
LM-08716,georgina.montgomery.012902@example.com,Georgina,Montgomery,9147269962,Bronze,10765,10-Apr-2025,true
LM-08717,lucky.montenegro.012903@example.com,Lucky,Montenegro,+19217399993,Bronze,9776,02-Jul-2024,true
LM-08718,camille.suarez.012905@example.com,Camille,Suarez,935-765-0055,Silver,28511,23-Jul-2025,true
LM-08719,odette.graham.012906@example.com,Odette,Graham,9427780086,Silver,25168,11-Oct-2023,true
LM-08720,joshua.hicks.012908@example.com,Joshua,Hicks,(956) 804-0148,Gold,73672,21-Mar-2024,true
LM-08721,,Connor,Anand,9708300210,Platinum,101349,04-Mar-2024,true
LM-08722,crystal.johnson.012911@example.com,Crystal,Johnson,+19778430241,Bronze,11617,08-Jun-2023,true
LM-08723,walter.osorio.012912@example.com,Walter,Osorio,(984) 856-0272,Bronze,290,20-Sep-2024,true
LM-08724,kayla.burton.012913@example.com,Kayla,Burton,991-869-0303,Bronze,3320,20-Sep-2023,true
LM-08725,shannon.novais.012915@example.com,Shannon,Novais,+12058950365,Silver,41123,03-Aug-2024,true
LM-08726,billy.lawson.012917@example.com,Billy,Lawson,219-921-0427,Silver,27776,09-Apr-2024,true
LM-08727,william.choi.012918@example.com,William,Choi,2269340458,Gold,67337,03-Oct-2024,true
LM-08728,ryan.bush.012920@example.com,Ryan,Bush,,Platinum,85073,06-Mar-2023,false
LM-08729,vickie.gregory.012922@example.com,Vickie,Gregory,2549860582,Bronze,4058,21-Nov-2024,true
LM-08730,mcknight.diane.012923@example.com,Diane,Mcknight,+12619990613,Bronze,15971,16-Aug-2022,true
LM-08731,gregory.lloyd.012926@example.com,Gregory,Lloyd,2822380706,Silver,46516,04-Apr-2023,true
LM-08732,catherine.warren.012929@example.com,Catherine,Warren,303-277-0799,Gold,65423,07-Sep-2023,true
LM-08733,dawn.odonnell.012931@example.com,Dawn,Odonnell,+13173030861,Bronze,12265,15-Jan-2025,true
LM-08734,dvstin.west.012933@example.com,Dustin,West,331-329-0923,Bronze,11943,19-Apr-2025,true
LM-08735,jaime.ferreira.012934@example.com,Jaime,Ferreira,3383420954,Bronze,14035,21-Dec-2022,true
LM-08736,glenn.segovia.012936@example.com,Glenn,Segovia,,Silver,42577,17-Nov-2022,true
LM-08737,foster.eileen.012937@example.com,Eileen,Foster,n/a,Silver,33830,11-Jul-2024,true
LM-08738,penny.burgos.012938@example.com,Penny,Burgos,3663941078,Gold,53561,13-Jul-2024,true
LM-08739,jade.heredia.012940@example.com,Jade,Heredia,(380) 420-1140,Platinum,118009,11-Dec-2023,false
LM-08740,humberto.spears.012941@example.com,Humberto,Spears,387-433-1171,Bronze,14396,28-Mar-2025,true
LM-08741,,Joseph,Ferrell,N/A,Bronze,5302,29-Mar-2025,true
LM-08742,luizfernando.garica.012943@example.com,Luiz Fernando,Garica,+14014591233,Bronze,4583,06-Dec-2024,false
LM-08743,meghan.navarro.012944@example.com,Meghan,Navarro,(408) 472-1264,Bronze,11591,04-Oct-2023,true
LM-08744,chad.walla.012945@example.com,Chad,Walla,415-485-1295,Silver,49480,15-Jan-2025,true
LM-08745,rachel.delatorre.012946@example.com,Rachel,de la Torre,4224981326,Silver,39220,15-Nov-2023,false
LM-08746,zacharie.cardenas.012947@example.com,Zacharie,Cardenas,+14295111357,Silver,25190,05-Sep-2024,true
LM-08747,john.ramos.012949@example.com,John,Ramos,443-537-1419,Gold,73239,28-Oct-2023,true
LM-08748,michelle.green.012951@example.com,Michelle,Green,n/a,Bronze,3626,02-Dec-2022,true
LM-08749,brian.carre.012952@example.com,Brian,Carre,(464) 576-1512,Bronze,6211,18-Sep-2023,true
LM-08750,jaqueline.callahan.012953@example.com,Jaqueline,Callahan,471-589-1543,Bronze,9335,24-Sep-2022,true
LM-08751,federico.acosta.012956@example.com,Federico,Acosta,(492) 628-1636,Silver,37928,12-Mar-2023,true
LM-08752,neel.bartlett.012957@example.com,Neel,Bartlett,499-641-1667,Silver,38797,29-Jun-2025,true
LM-08753,anna.clements.012958@example.com,Anna,Clements,5066541698,Gold,74376,19-Jan-2023,true
LM-08754,yashasvi.mcdonald.012959@example.com,Yashasvi,Mcdonald,,Gold,60853,22-Feb-2023,true
LM-08755,chaaya.mejia.012960@example.com,Chaaya,Mejia,(520) 680-1760,Platinum,77071,07-Mar-2023,true
LM-08756,amber.manning.012961@example.com,Amber,Manning,527-693-1791,Bronze,5253,27-Jan-2025,true
LM-08757,isaac.bradshaw.012962@example.com,Isaac,Bradshaw,5347061822,Bronze,21830,18-Dec-2022,true
LM-08758,fidel.king.012963@example.com,Fidel,King,+15417191853,Bronze,6520,23-Sep-2024,true
LM-08759,enrique.mckinney.012965@example.com,Enrique,Mckinney,555-745-1915,Silver,46798,22-Oct-2024,true
LM-08760,erin.watson.012966@example.com,Erin,Watson,5627581946,Silver,33709,27-Jul-2024,true
LM-08761,,Ivonne,Grant,+15697711977,Silver,28892,20-Jul-2023,true
LM-08762,vitorgabriel.riley.012969@example.com,Vitor Gabriel,Riley,583-797-2039,Gold,66025,20-Oct-2023,true
LM-08763,kristin.andrews.012970@example.com,Kristin,Andrews,5908102070,Platinum,111052,15-Aug-2022,true
LM-08764,earl.borges.012971@example.com,Earl,Borges,+15978232101,Bronze,16238,14-Mar-2024,true
LM-08765,monica.portillo.012972@example.com,Monica,Portillo,(604) 836-2132,Bronze,22339,08-Jun-2025,true
LM-08766,javier.brunet.012974@example.com,Javier,Brunet,6188622194,Bronze,4175,18-Dec-2022,true
LM-08767,samuel.warner.012979@example.com,Samuel,Warner,+16539272349,Gold,73789,02-May-2024,true
LM-08768,nicole.costa.012980@example.com,Nicole,Costa,(660) 940-2380,Platinum,100483,14-Feb-2024,true
LM-08769,monique.brito.012981@example.com,Monique,Brito,667-953-2411,Bronze,4306,12-Sep-2023,true
LM-08770,christine.tanguy.012985@example.com,Christine,Tanguy,695-205-2535,Silver,29132,05-May-2025,true
LM-08771,arthur.medrano.012987@example.com,Arthur,Medrano,+17092312597,Silver,36276,27-Mar-2023,true
LM-08772,trevor.rogers.012988@example.com,Trevor,Rogers,(716) 244-2628,Gold,66384,13-May-2025,true
LM-08773,paul.toro.012990@example.com,Paul,Toro,7302702690,Platinum,119855,05-Jul-2023,true
LM-08774,phillip.goda.012992@example.com,Phillip,Goda,(744) 296-2752,Bronze,1705,24-Sep-2023,true
LM-08775,victor.irizarry.012993@example.com,Victor,Irizarry,751-309-2783,Bronze,22226,01-Nov-2022,true
LM-08776,gerald.contreras.012994@example.com,Gerald,Contreras,N/A,Bronze,11211,21-Sep-2023,true
LM-08777,kirsten.pratt.012995@example.com,Kirsten,Pratt,,Silver,39079,16-Oct-2023,true
LM-08778,cassie.stewart.012996@example.com,Cassie,Stewart,(772) 348-2876,Silver,44565,07-Sep-2022,true
LM-08779,rachael.allen.012997@example.com,Rachael,Allen,779-361-2907,Silver,49164,13-Sep-2024,true
LM-08780,allison.harrison.012998@example.com,Allison,Harrison,7863742938,Gold,50263,14-Sep-2024,true
LM-08781,,Gina,Carter,(800) 400-3000,Platinum,106469,18-Aug-2022,true
LM-08782,jillian.hamilton.013002@example.com,Jillian,Hamilton,8144263062,Bronze,9247,17-Nov-2024,true
LM-08783,jeff.benson.013003@example.com,Jeff,Benson,+18214393093,Bronze,15922,08-Jul-2024,false
LM-08784,carlos.newman.013004@example.com,Carlos,Newman,(828) 452-3124,Bronze,2707,20-Nov-2022,true
LM-08785,betty.schmidt.013005@example.com,Betty,Schmidt,835-465-3155,Silver,49933,06-Dec-2023,true
LM-08786,nathaniel.sexton.013006@example.com,Nathaniel,Sexton,8424783186,Silver,39055,08-Jan-2024,true
LM-08787,sabrina.terry.013007@example.com,Sabrina,Terry,+18494913217,Silver,33118,17-Nov-2024,true
LM-08788,rickey.long.013008@example.com,Rickey,Long,(856) 504-3248,Gold,70237,26-Oct-2022,true
LM-08789,wayne.levy.013009@example.com,Wayne,Levy,863-517-3279,Gold,54996,11-Dec-2022,true
LM-08790,margaud.moraes.013011@example.com,Margaud,Moraes,+18775433341,Bronze,6123,02-Apr-2025,true
LM-08791,spencer.chakraborty.013012@example.com,Spencer,Chakraborty,(884) 556-3372,Bronze,8174,20-Jul-2023,true
LM-08792,joyce.olmos.013013@example.com,Joyce,Olmos,891-569-3403,Bronze,9212,26-Jul-2023,true
LM-08793,guillermo.baker.013014@example.com,Guillermo,Baker,8985823434,Bronze,3768,01-Aug-2025,true
LM-08794,arcelia.saxena.013015@example.com,Arcelia,Saxena,+19055953465,Silver,33635,13-May-2023,true
LM-08795,heitor.seth.013017@example.com,Heitor,Seth,919-621-3527,Silver,33105,02-Aug-2022,true
LM-08796,elisa.jordan.013018@example.com,Elisa,Jordan,9266343558,Gold,71834,28-Sep-2023,true
LM-08797,lourdes.alves.013019@example.com,Lourdes,Alves,+19336473589,Gold,64062,05-Feb-2025,true
LM-08798,anabeatriz.palomo.013020@example.com,Ana Beatriz,Palomo,(940) 660-3620,Platinum,88003,28-Jun-2023,false
LM-08799,carolina.legoff.013021@example.com,Carolina,Le Goff,947-673-3651,Bronze,15528,14-Dec-2022,false
LM-08800,leah.alejandro.013022@example.com,Leah,Alejandro,9546863682,Bronze,23149,31-Dec-2023,true
LM-08801,,Natasha,Bahena,(968) 712-3744,Bronze,22975,05-Jul-2024,true
LM-08802,claire.mallick.013025@example.com,Claire,Mallick,975-725-3775,Silver,48935,11-Feb-2024,true
LM-08803,jorge.donovan.013026@example.com,Jorge,Donovan,9827383806,Silver,41460,12-Oct-2024,true
LM-08804,oviya.barbosa.013027@example.com,Oviya,Barbosa,+19897513837,Silver,45024,05-Oct-2023,true
LM-08805,lavanya.guardado.013028@example.com,Lavanya,Guardado,(996) 764-3868,Gold,55937,16-Jun-2023,true
LM-08806,yashodhara.freitas.013030@example.com,Yashodhara,Freitas,2107903930,Platinum,113744,25-Oct-2022,true
LM-08807,thibault.alexander.013033@example.com,Thibault,Alexander,231-829-4023,Bronze,4873,04-Jan-2023,true
LM-08808,darlene.gomez.013035@example.com,Darlene,Gomez,+12458554085,Silver,28947,13-Oct-2022,true
LM-08809,gilberto.ball.013038@example.com,Gilberto,Ball,2668944178,Gold,51257,08-Jun-2023,true
LM-08810,matthew.carlson.013039@example.com,Matthew,Carlson,+12739074209,Gold,58973,03-Sep-2022,true
LM-08811,porfirio.parker.013040@example.com,Porfirio,Parker,(280) 920-4240,Platinum,87594,21-Jul-2023,true
LM-08812,mike.hooper.013042@example.com,Mike,Hooper,2949464302,Bronze,13969,19-Jan-2023,true
LM-08813,triya.gilbert.013043@example.com,Triya,Gilbert,+13019594333,Bronze,578,29-Jan-2024,true
LM-08814,alvaro.stanley.013044@example.com,Alvaro,Stanley,(308) 972-4364,Bronze,20200,02-Jul-2024,true
LM-08815,francisca.quinn.013047@example.com,Francisca,Quinn,+13292114457,Silver,26669,08-Sep-2024,true
LM-08816,sudiksha.ocasio.013051@example.com,Sudiksha,Ocasio,+13572634581,Bronze,10041,29-Oct-2024,true
LM-08817,octavio.deshmukh.013052@example.com,Octavio,Deshmukh,(364) 276-4612,Bronze,22942,15-Mar-2025,true
LM-08818,tara.pierce.013054@example.com,Tara,Pierce,3783024674,Bronze,7583,15-Sep-2023,false
LM-08819,bobby.dube.013055@example.com,Bobby,Dube,+13853154705,Silver,32267,17-May-2025,true
LM-08820,karen.adkins.013060@example.com,Karen,Adkins,(420) 380-4860,Platinum,108414,16-Jul-2025,true
LM-08821,,Kiara,Higgins,4344064922,Bronze,21098,12-Nov-2024,true
LM-08822,dylan.garcia.013063@example.com,Dylan,Garcia,+14414194953,Bronze,1692,04-Dec-2023,true
LM-08823,timothy.pacheco.013064@example.com,Timothy,Pacheco,(448) 432-4984,Bronze,9970,19-Jun-2025,true
LM-08824,cathy.carrasco.013066@example.com,Cathy,Carrasco,4624585046,Silver,33822,19-Jun-2025,true
LM-08825,candace.franco.013068@example.com,Candace,Franco,(476) 484-5108,Gold,59193,18-May-2024,false
LM-08826,molly.rodrigues.013069@example.com,Molly,Rodrigues,483-497-5139,Gold,61502,18-Mar-2024,true
LM-08827,alexis.bell.013071@example.com,Alexis,Bell,+14975235201,Bronze,8092,01-Jun-2024,false
LM-08828,austin.alvarez.013072@example.com,Austin,Alvarez,(504) 536-5232,Bronze,10480,21-Oct-2023,true
LM-08829,keith.wilkerson.013074@example.com,Keith,Wilkerson,5185625294,Bronze,5955,08-Nov-2024,true
LM-08830,katelyn.hurst.013075@example.com,Katelyn,Hurst,+15255755325,Silver,26339,23-Sep-2023,true
LM-08831,lori.richmond.013076@example.com,Lori,Richmond,(532) 588-5356,Silver,25017,05-Jan-2023,true
LM-08832,sara.boyer.013078@example.com,Sara,Boyer,5466145418,Gold,71640,23-Sep-2023,true
LM-08833,krystal.summers.013082@example.com,Krystal,Summers,5746665542,Bronze,9349,14-Oct-2023,true
LM-08834,yolanda.daniels.013084@personal.example.com,Yolanda,Daniels,(588) 692-5604,Bronze,9180,29-Apr-2025,false
LM-08835,emilia.sangha.013089@example.com,Emilia,Sangha,623-757-5759,Gold,58266,23-Feb-2024,true
LM-08836,jennifer.lee.013091@example.com,Jennifer,Lee,+16377835821,Bronze,11913,05-Jan-2025,true
LM-08837,luizfelipe.smith.013093@example.com,Luiz Felipe,Smith,651-809-5883,Bronze,9973,13-Jan-2024,true
LM-08838,adam.diaz.013094@example.com,Adam,Diaz,6588225914,Bronze,3654,16-Dec-2022,true
LM-08839,tracy.colunga.013097@example.com,Tracy,Colunga,679-861-6007,Silver,25447,05-Jul-2024,true
LM-08840,gerardo.oliver.013098@example.com,Gerardo,Oliver,6868746038,Gold,72379,23-Jul-2023,true
LM-08841,,Kathryn,Bowers,(700) 900-6100,Platinum,83539,08-Nov-2024,false
LM-08842,c.ray.013104@example.com,Cheryl,Ray,(728) 952-6224,Bronze,11841,26-Dec-2024,true
LM-08843,nikita.patla.013105@example.com,Nikita,Patla,735-965-6255,Silver,49344,19-Apr-2024,true
LM-08844,leonardo.perez.013108@example.com,Leonardo,Perez,(756) 204-6348,Gold,69815,10-Aug-2024,true
LM-08845,gonzalo.evans.013111@example.com,Gonzalo,Evans,+17772436441,Bronze,21307,12-Oct-2024,true
LM-08846,emiliano.mcintosh.013112@example.com,Emiliano,Mcintosh,(784) 256-6472,Bronze,9042,24-Mar-2024,true
LM-08847,zayyan.petersen.013114@example.com,Zayyan,Petersen,7982826534,Bronze,19147,25-Jun-2024,true
LM-08848,ruby.guzman.013115@example.com,Ruby,Guzman,+18052956565,Silver,37584,13-Nov-2023,true
LM-08849,megan.ashley.013117@example.com,Megan,Ashley,819-321-6627,Silver,28485,20-Jun-2024,true
LM-08850,bryan.eaton.013119@example.com,Bryan,Eaton,n/a,Gold,70629,23-Jul-2024,true
LM-08851,michele.barnes.013122@example.com,Michele,Barnes,8543866782,Bronze,1344,12-Dec-2022,false
LM-08852,linda.floyd.013123@example.com,Linda,Floyd,+18613996813,Bronze,19220,05-Aug-2023,true
LM-08853,lauren.meyers.013124@example.com,Lauren,Meyers,(868) 412-6844,Bronze,21441,20-Jun-2025,true
LM-08854,jon.velasquez.013125@example.com,Jon,Velasquez,875-425-6875,Silver,31240,27-Jun-2023,true
LM-08855,brittany.lawrence.013127@example.com,Brittany,Lawrence,+18894516937,Silver,48090,02-Apr-2025,true
LM-08856,brandon.doyle.013128@example.com,Brandon,Doyle,(896) 464-6968,Gold,64606,14-Dec-2022,true
LM-08857,christina.toledo.013129@example.com,Christina,Toledo,903-477-6999,Gold,53232,25-Jan-2024,true
LM-08858,p.fonseca.013130@example.com,Peter,Fonseca,9104907030,Platinum,79907,24-May-2023,true
LM-08859,j.zamora.013131@example.com,Joanna,Zamora,+19175037061,Bronze,17910,19-Mar-2025,true
LM-08860,caroline.almanza.013132@example.com,Caroline,Almanza,(924) 516-7092,Bronze,20283,07-Jul-2024,true
LM-08861,,Taylor,Cherry,931-529-7123,Bronze,11236,08-Aug-2024,true
LM-08862,erik.fowler.013134@example.com,Erik,Fowler,9385427154,Bronze,9878,27-Dec-2022,true
LM-08863,edward.mojica.013135@example.com,Edward,Mojica,+19455557185,Silver,48768,19-Jan-2023,true
LM-08864,kevin.darocha.013136@example.com,Kevin,da Rocha,(952) 568-7216,Silver,40538,19-Aug-2023,true
LM-08865,chris.hahn.013137@example.com,Chris,Hahn,959-581-7247,Silver,49936,01-Jun-2023,true
LM-08866,tyrone.rhodes.013139@example.com,Tyrone,Rhodes,N/A,Gold,67483,28-Mar-2025,true
LM-08867,alicia.zuniga.013140@example.com,Alicia,Zuniga,(980) 620-7340,Platinum,85071,05-Nov-2022,true
LM-08868,jesse.fernandes.013141@example.com,Jesse,Fernandes,N/A,Bronze,1435,19-Dec-2024,true
LM-08869,morgan.leblanc.013142@example.com,Morgan,Leblanc,9946467402,Bronze,4188,18-Apr-2023,true
LM-08870,alyssa.calvillo.013144@example.com,Alyssa,Calvillo,(208) 672-7464,Bronze,13703,01-May-2025,true
LM-08871,holly.cohen.013145@example.com,Holly,Cohen,215-685-7495,Silver,43038,13-Nov-2024,true
LM-08872,greg.aguayo.013146@example.com,Greg,Aguayo,2226987526,Silver,48317,02-Jul-2025,true
LM-08873,shari.ibarra.013147@example.com,Shari,Ibarra,+12297117557,Silver,33274,29-Mar-2025,true
LM-08874,clayton.young.013148@example.com,Clayton,Young,(236) 724-7588,Gold,74882,20-Apr-2025,true
LM-08875,andre.sweeney.013150@example.com,Andre,Sweeney,2507507650,Platinum,97763,22-Jul-2024,true
LM-08876,joan.spencer.013153@example.com,Joan,Spencer,271-789-7743,Bronze,20639,25-Feb-2023,true
LM-08877,vincent.murphy.013154@example.com,Vincent,Murphy,2788027774,Bronze,23505,09-Nov-2022,true
LM-08878,espartaco.carr.013158@example.com,Espartaco,Carr,3068547898,Gold,65821,21-Dec-2023,true
LM-08879,magdalena.harper.013161@example.com,Magdalena,Harper,327-893-7991,Bronze,16510,17-Sep-2022,true
LM-08880,andrea.mccormick.013162@example.com,Andrea,Mccormick,3349068022,Bronze,716,11-Sep-2022,true
LM-08881,,Mariano,Kade,+13419198053,Bronze,5470,24-Feb-2024,true
LM-08882,pablo.davis.013164@example.com,Pablo,Davis,(348) 932-8084,Bronze,19633,13-Dec-2024,true
LM-08883,lucas.sanchez.013166@example.com,Lucas,Sanchez,3629588146,Silver,47829,19-Apr-2024,true
LM-08884,nicholas.guevara.013167@example.com,N.,Guevara,+13699718177,Silver,29224,14-Nov-2024,true
LM-08885,tracey.vigil.013168@example.com,Tracey,Vigil,(376) 984-8208,Gold,59491,19-Oct-2022,true
LM-08886,ignacio.gracia.013170@example.com,Ignacio,Gracia,3902108270,Platinum,112104,18-Jun-2024,true
LM-08887,juliette.hodges.013171@example.com,Juliette,Hodges,+13972238301,Bronze,1992,06-Apr-2023,true
LM-08888,george.henderson.013172@example.com,George,Henderson,(404) 236-8332,Bronze,22734,18-Dec-2023,true
LM-08889,conchita.natarajan.013173@example.com,Conchita,Natarajan,411-249-8363,Bronze,6232,27-May-2023,true
LM-08890,lindsay.morgan.013174@example.com,Lindsay,Morgan,4182628394,Bronze,24271,13-Jan-2024,true
LM-08891,natalie.gomes.013175@example.com,Natalie,Gomes,+14252758425,Silver,38025,05-Apr-2024,true
LM-08892,tanya.mckay.013176@example.com,Tanya,Mckay,(432) 288-8456,Silver,41221,16-Jul-2023,true
LM-08893,minerva.nunez.013177@example.com,Minerva,Nunez,439-301-8487,Silver,47436,19-Jun-2025,true
LM-08894,selena.wolfe.013178@example.com,Selena,Wolfe,N/A,Gold,67447,08-Mar-2023,true
LM-08895,marcela.leith.013179@example.com,Marcela,Keith,+14533278549,Gold,66825,15-Mar-2025,true
LM-08896,daniel.ortiz.013180@example.com,Daniel,Ortiz,(460) 340-8580,Platinum,79914,25-Jul-2025,true
LM-08897,mitchell.regalado.013181@example.com,Mitchell,Regalado,467-353-8611,Bronze,5423,18-Oct-2024,true
LM-08898,reynaldo.campos.013182@example.com,Reynaldo,Campos,4743668642,Bronze,14344,02-Nov-2023,true
LM-08899,melinda.madrigal.013183@example.com,Melinda,Madrigal,+14813798673,Bronze,24599,15-Nov-2024,true
LM-08900,rebecca.chapman.013184@example.com,Rebecca,Chapman,(488) 392-8704,Bronze,16688,19-Jun-2023,true
LM-08901,,Charlotte,Brown,495-405-8735,Silver,37587,06-Jul-2024,true
LM-08902,tina.daniel.013186@example.com,Tina,Daniel,N/A,Silver,43431,21-Jul-2023,true
LM-08903,daviluiz.montoya.013187@example.com,Davi Luiz,Montoya,+15094318797,Silver,37787,31-Oct-2023,true
LM-08904,reynolds.antonio.013189@example.com,Antonio,Reynolds,523-457-8859,Gold,69897,21-Jun-2025,true
LM-08905,charles.moon.013190@example.com,Charles,Moon,5304708890,Platinum,92792,26-May-2024,true
LM-08906,nadia.garrett.013191@example.com,Nadia,Garrett,+15374838921,Bronze,6780,10-May-2023,true
LM-08907,todd.ho.013192@example.com,Todd,Ho,(544) 496-8952,Bronze,6031,30-Dec-2024,true
LM-08908,enzogabriel.ferguson.013193@example.com,Enzo Gabriel,Ferguson,,Bronze,117,17-Jan-2024,true
LM-08909,joe.miles.013194@example.com,Joe,Miles,5585229014,Bronze,5242,30-May-2025,true
LM-08910,melanie.richardson.013195@example.com,Melanie,Richardson,+15655359045,Silver,43739,06-Jun-2024,true
LM-08911,jacob.jenkins.013196@example.com,Jacob,Jenkins,(572) 548-9076,Silver,32137,16-Apr-2023,true
LM-08912,frederick.herring.013197@example.com,Frederick,Herring,579-561-9107,Silver,44402,21-Dec-2024,true
LM-08913,toni.burns.013199@example.com,Toni,Burns,+15935879169,Gold,50290,26-Jan-2024,true
LM-08914,douglas.kelly.013200@example.com,Douglas,Kelly,(600) 600-9200,Platinum,108606,24-Mar-2025,true
LM-08915,beverly.malone.013201@example.com,Beverly,Malone,607-613-9231,Bronze,14923,23-Apr-2025,true
LM-08916,sean.bueno.013202@example.com,Sean,Bueno,6146269262,Bronze,16509,18-Feb-2023,true
LM-08917,jose.gonzalez.013205@example.com,Jose,Gonzalez,635-665-9355,Silver,42205,07-Feb-2025,true
LM-08918,patrick.adame.013206@example.com,Patrick,Adame,6426789386,Silver,33481,30-Oct-2024,true
LM-08919,allen.grijalva.013207@example.com,Allen,Grijalva,+16496919417,Silver,34942,12-Sep-2022,true
LM-08920,sherry.wright.013210@example.com,Sherry,Wright,6707309510,Platinum,92597,05-Jun-2024,true
LM-08921,,Clifford,Comar,(684) 756-9572,Bronze,3902,22-Aug-2024,false
LM-08922,ellen.arellano.013213@example.com,Ellen,Arellano,691-769-9603,Bronze,5606,25-Feb-2025,true
LM-08923,hayley.ruelas.013214@example.com,Hayley,Ruelas,6987829634,Bronze,7337,19-May-2024,true
LM-08924,calvin.martins.013215@example.com,Calvin,Martins,+17057959665,Silver,26494,23-May-2025,true
LM-08925,adrian.zedillo.013217@example.com,Adrian,Zedillo,719-821-9727,Silver,32805,18-Jun-2024,true
LM-08926,donna.duarte.013218@example.com,Donna,Duarte,7268349758,Gold,59563,07-Jan-2025,true
LM-08927,karina.salmon.013221@example.com,Karina,Salmon,747-873-9851,Bronze,4854,17-Jan-2023,true
LM-08928,alexandria.barraza.013224@example.com,Alexandria,Barraza,(768) 912-9944,Bronze,8861,20-Mar-2025,true
LM-08929,emanuella.hood.013228@example.com,Emanuella,Hood,(796) 964-0068,Gold,56880,13-Mar-2024,true
LM-08930,teresa.waters.013229@example.com,Teresa,Waters,803-977-0099,Gold,67517,25-Jul-2024,true
LM-08931,socorro.holder.013230@example.com,Socorro,Holder,8109900130,Platinum,82614,01-Jul-2024,true
LM-08932,alex.butler.013231@example.com,Alex,Butler,+18172030161,Bronze,45,22-Oct-2022,true
LM-08933,nathalie.lindsey.013236@example.com,Nathalie,Lindsey,(852) 268-0316,Silver,37095,18-Jul-2024,false
LM-08934,deborah.brooks.013237@example.com,Deborah,Brooks,859-281-0347,Silver,35635,17-Aug-2023,true
LM-08935,rodney.reeves.013238@example.com,Rodney,Reeves,8662940378,Gold,52727,18-Mar-2025,false
LM-08936,gabriel.simon.013239@example.com,Gabriel,Simon,+18733070409,Gold,73116,15-Feb-2024,true
LM-08937,mirella.cowan.013242@example.com,Mirella,Cowan,8943460502,Bronze,23661,23-Feb-2025,true
LM-08938,fabiola.aubry.013243@example.com,Fabiola,Aubry,+19013590533,Bronze,4378,07-Oct-2024,true
LM-08939,alma.anderson.013244@example.com,Alma,Anderson,(908) 372-0564,Bronze,13380,30-Jul-2023,true
LM-08940,amanda.lynch.013247@example.com,Amanda,Lynch,,Silver,35637,07-Jun-2023,true
LM-08941,,Natividad,Granado,N/A,Gold,51876,04-Mar-2025,true
LM-08942,wilfrido.galloway.013250@example.com,Wilfrido,Galloway,9504500750,Platinum,75682,20-Feb-2025,true
LM-08943,sheila.santos.013251@personal.example.com,Sheila,Santos,,Bronze,11648,13-Mar-2023,false
LM-08944,christopher.gardner.013252@example.com,Christopher,Gardner,(964) 476-0812,Bronze,7185,15-Sep-2023,true
LM-08945,aaron.edwards.013253@example.com,Aaron,Edwards,n/a,Bronze,23936,28-Jan-2024,true
LM-08946,kenneth.lopez.013254@example.com,Kenneth,Lopez,9785020874,Bronze,9164,08-Mar-2023,true
LM-08947,katie.valdivia.013255@example.com,Katie,Valdivia,+19855150905,Silver,30791,12-Dec-2022,true
LM-08948,hermelinda.delvalle.013256@example.com,Hermelinda,del Valle,(992) 528-0936,Silver,33388,09-Sep-2023,true
LM-08949,cynthia.castro.013257@example.com,Cynthia,Castro,999-541-0967,Silver,25512,31-Jan-2023,true
LM-08950,dev.moran.013259@example.com,Dev,Moran,+12135671029,Gold,71538,28-Jan-2025,true
LM-08951,richard.marques.013260@example.com,Richard,Marques,(220) 580-1060,Platinum,113224,29-Aug-2022,true
LM-08952,aldo.damata.013261@example.com,Aldo,da Mata,227-593-1091,Bronze,3487,15-Sep-2023,true
